DENSITY	POSITIONS	SUBPEAK_LENGTH
0		734
0		845
0		1406
0		1257
0		870
0		1465
0		1235
0		1182
0		1879
0		1028
0		1301
0		2156
0		952
0		1017
0		1762
0		2054
0		1125
0		1382
0		1053
0		1252
0.00293685756240822	1229	3405
0		2384
0		947
0		1227
0		1261
0		1735
0		1186
0		3557
0		820
0		872
0		1307
0		819
0		1072
0		944
0		2979
0		3218
0		1515
0		908
0		592
0		643
0		2436
0		787
0		592
0		2094
0		771
0		669
0		858
0		897
0		1500
0		1075
0		1366
0		1223
0		1013
0.00965250965250965	880	1036
0		2067
0		1005
0		880
0.00746825989544436	440	1339
0		1128
0		1457
0		784
0		1153
0		1754
0		1511
0		770
0		1268
0		970
0		1738
0		884
0		707
0		2722
0		1673
0		1240
0		1391
0		1410
0		817
0		3209
0		1036
0		1232
0		1061
0		2838
0		835
0		1286
0		1230
0		1533
0		829
0		2305
0		916
0		1491
0		1091
0		1054
0		1126
0		652
0		2228
0		1073
0		924
0		1559
0		2202
0		1012
0		1149
0		1136
0		1549
0		696
0		912
0		1141
0		2110
0		1376
0.00537923614846692	674	1859
0		2406
0		688
0.0129032258064516	550	775
0		2602
0		1618
0		1191
0.014265335235378	551	701
0		1056
0		1124
0		2573
0		1050
0		980
0		1241
0		1013
0		2705
0		1690
0		1876
0		1306
0		1865
0		1118
0		683
0		2355
0		1267
0		1349
0		2758
0		1351
0.00305903946160905	1927	3269
0		1766
0		896
0		2467
0		1373
0		1598
0		3272
0		2850
0		1087
0		964
0		2265
0		608
0.00319693094629156	2185	3128
0.00379794910748196	618	2633
0		775
0		680
0.00446627958910228	129	2239
0		1681
0		740
0		1219
0		974
0		563
0		1207
0		1115
0		1162
0		952
0		947
0		951
0		805
0		1030
0		946
0		1034
0		1775
0		1264
0.00538793103448276	1254	1856
0		1334
0		2054
0		1110
0.00424989375265618	805	2353
0		2098
0		979
0		1158
0		1427
0		5905
0		2685
0		1239
0		6118
0		1132
0		1034
0		758
0		2473
0		528
0		1162
0		783
0		1141
0		1208
0		1487
0		626
0		1306
0		1343
0		1426
0		2008
0		734
0.00200320512820513	2024,4537	4992
0		1424
0		969
0		1164
0		1320
0		694
0		1459
0		1202
0		1791
0		5479
0		1091
0		1568
0		819
0		918
0		838
0		2026
0		1476
0		1406
0		1802
0		913
0		1195
0		724
0		3027
0		2214
0		960
0		626
0		846
0		1196
0		1007
0		3855
0.00352360817477097	21	2838
0		1143
0		818
0.0173913043478261	453	575
0		1177
0.010989010989011	520	910
0		1131
0		4109
0		1093
0		1940
0		627
0		2615
0		590
0		2701
0		1021
0		1778
0		2585
0		538
0		2171
0.00658761528326746	1471	1518
0		833
0		885
0		1290
0		731
0		1184
0		942
0		2686
0		997
0		1858
0.00605693519079346	1423	1651
0		1273
0		1239
0		1297
0		731
0		2093
0		1002
0		785
0		1202
0		1376
0		1367
0		1997
0		1780
0		1165
0		1184
0		1823
0		1746
0		982
0		1813
0		999
0		1202
0		624
0		1954
0		2385
0		1875
0		4506
0		1681
0		942
0		1315
0		2373
0		948
0		1233
0		2103
0		1255
0		1362
0		1663
0		893
0		1556
0		1047
0		816
0		1305
0		908
0		859
0		1217
0		584
0		499
0		1380
0		1463
0		717
0		628
0		1443
0		1230
0		1579
0.00838222967309304	366	1193
0		1294
0		1158
0		1372
0.00829187396351575	806	1206
0		1581
0		810
0		1032
0		798
0		1636
0		1035
0		1840
0		1121
0		1362
0		2112
0		965
0		1556
0		1514
0		820
0.0136054421768707	482	735
0		1440
0		995
0		998
0		2698
0		563
0		833
0		1514
0		1114
0		5501
0		885
0		3500
0		1595
0		1015
0		1261
0		1315
0		912
0		1099
0		1351
0		972
0		891
0		781
0		1449
0		1954
0		1322
0		1841
0		4648
0		1340
0		1034
0		926
0		879
0		551
0.00630119722747322	1503	1587
0		1234
0		1537
0		1079
0		1082
0		1235
0		747
0		879
0		1582
0		4581
0		4334
0		1498
0		1350
0		1241
0		1406
0		1551
0		784
0		967
0		1011
0		972
0		806
0		1864
0		926
0		1559
0		2274
0		2607
0		1110
0		1487
0		1918
0		2195
0		882
0		2084
0		995
0.00998003992015968	721	1002
0		1312
0		2661
0		1006
0		1071
0		831
0		640
0		982
0		2570
0		630
0		1088
0		1722
0		1095
0		1852
0		1167
0		866
0		1081
0		1032
0		829
0		1106
0		1027
0		2962
0		695
0		1849
0		805
0		1286
0		3630
0		1098
0		1638
0		1049
0		758
0		875
0		2382
0		947
0		1074
0		1134
0		2148
0		1017
0.00862068965517241	558	1160
0		1123
0		1048
0.00733137829912024	404	1364
0		957
0		761
0		1206
0		915
0		1834
0		783
0		2232
0		1298
0		1726
0		1953
0		2972
0		733
0		816
0		1329
0		942
0		828
0		1312
0		2742
0		1557
0		2488
0		1197
0		1796
0		1180
0		1103
0		1056
0		2984
0		797
0		1214
0		1109
0		2943
0		872
0		1800
0		3908
0		711
0		1349
0		1021
0.00295595625184747	160	3383
0.00644329896907216	1007	1552
0		913
0		558
0		871
0.00706214689265537	483,1172	1416
0		820
0		1073
0		880
0		670
0		1631
0		3534
0		1124
0		1371
0		1000
0		571
0		1483
0		1338
0		1039
0		1706
0		1595
0		998
0		1132
0		3449
0		1210
0		1379
0		1221
0		1708
0		2498
0		1203
0		1121
0		1720
0		692
0		1939
0		1423
0		2064
0		1256
0.00880281690140845	456	1136
0		2434
0		921
0		1356
0.00263227165043432	3180	3799
0		905
0.00771604938271605	1019	1296
0		909
0		1237
0		868
0		1906
0		1020
0		1303
0		1310
0		1307
0		548
0		1685
0		1346
0		911
0		2595
0		997
0		1734
0		1249
0		675
0		1693
0		1606
0.00310655483069276	2984	3219
0		3018
0		2392
0		1738
0		2049
0		1636
0		1330
0		1107
0		1408
0		1203
0		2650
0		1044
0		1147
0		651
0		1086
0		1703
0		2682
0		2477
0		1328
0		739
0		1379
0		3173
0		2061
0		1271
0		1046
0		1267
0		1832
0		878
0		757
0		1256
0		1348
0.00553709856035437	84	1806
0		952
0		1476
0		1022
0.00966183574879227	526	1035
0		1434
0		1742
0		1936
0		1589
0		694
0		649
0		1840
0		2415
0		2183
0		574
0		779
0		2763
0		2990
0		1638
0		875
0		752
0		2515
0		2270
0		1381
0		1354
0		1788
0		2323
0		975
0		1281
0		1032
0		1501
0		768
0		1391
0		1095
0		928
0		1034
0.00418760469011725	586,2369	2388
0		1469
0		1381
0		1676
0		1017
0		1177
0		1398
0		2976
0		867
0		913
0		876
0		1671
0		832
0		2975
0		1283
0		914
0		1054
0		2825
0		1522
0		1380
0		1266
0		2387
0		848
0		1404
0		2711
0		1392
0		1992
0		997
0		1184
0		797
0		562
0		1034
0		776
0		928
0		972
0		1752
0		1123
0		1936
0		1222
0		1014
0.00744601638123604	41	1343
0		1408
0		1013
0		1941
0		756
0		1201
0		1544
0		1854
0		1399
0		569
0		3493
0		2128
0		1313
0		1499
0		858
0		524
0		1370
0		901
0		1019
0		952
0		1433
0		934
0.0120336943441637	184	831
0		1212
0		977
0		2774
0		1841
0		2121
0.00162999185004075	1366	6135
0		1639
0		834
0		1387
0		1294
0		788
0		1074
0		1477
0		808
0		1983
0		1413
0		974
0		3211
0		676
0		1581
0		2608
0.016	50	625
0		831
0		1614
0		1963
0		2091
0		1010
0		2468
0		1443
0		1134
0		1204
0		763
0		1061
0		1112
0		2953
0		1654
0		1157
0		1918
0		831
0		2333
0		868
0		1915
0		754
0		2625
0		2257
0		1345
0		1190
0		5638
0		676
0		1588
0.00494071146245059	1645	2024
0		2010
0		971
0.00986193293885602	177	1014
0		1329
0		770
0		962
0		900
0		2465
0		2270
0		1010
0		891
0		1223
0		2058
0		1362
0		1121
0		1069
0		697
0.0142450142450142	365	702
0		560
0		778
0		972
0		769
0		1821
0		1788
0		1148
0		589
0		2595
0		1722
0		1147
0		821
0		1851
0		1019
0		676
0		1996
0		1242
0		702
0		2644
0		1717
0		1243
0		2343
0		977
0		1036
0		948
0		1386
0		1548
0		948
0		2073
0.00307692307692308	1599	3250
0		1644
0		1293
0		881
0		1059
0		705
0		972
0		685
0		894
0		1315
0		1947
0		1214
0		1596
0		1921
0		1344
0		907
0		1402
0		917
0		1223
0		1403
0.00330141961043249	1788	3029
0.0103950103950104	791	962
0		3815
0		1638
0		901
0.00475963826749167	1425	2101
0		6379
0		900
0		3569
0		1068
0		988
0		1275
0		1185
0		917
0		2397
0		754
0		1011
0		1160
0		1399
0		833
0		1032
0		1478
0		1723
0		2730
0		1209
0		972
0		1563
0		1408
0		919
0		943
0.0105042016806723	412	952
0		1678
0		2050
0		1490
0		1596
0		1154
0		1058
0		1181
0		1390
0		1185
0		1310
0		865
0		646
0		1449
0		1613
0		1543
0		962
0		1165
0		2288
0		1903
0		1600
0		2658
0		1076
0		732
0		701
0		880
0		1045
0		1263
0		1682
0		1860
0		1485
0		1156
0		950
0.00477554918815664	73	2094
0		1895
0		999
0		833
0		3083
0		1086
0		1055
0		1433
0.00548847420417124	1545	1822
0		977
0		993
0		1078
0		1263
0		3947
0		2091
0		802
0		921
0		930
0		904
0		2691
0		1505
0		1032
0		1003
0		1165
0.00962463907603465	989	1039
0		1038
0		2282
0		840
0		766
0		2027
0		1772
0		1289
0		602
0		982
0		2176
0		1881
0		1298
0		1353
0		1010
0		985
0		635
0		1679
0		920
0		873
0		858
0		4151
0		1509
0		1130
0		1174
0		2933
0		1227
0		1076
0		1176
0		1683
0		716
0		1003
0.00677506775067751	1399	1476
0		1795
0		1700
0		1948
0		867
0		919
0		1543
0		1682
0		1274
0		7533
0		1471
0		1594
0		1222
0		3565
0		2804
0		1117
0		972
0		1379
0		953
0		990
0		1379
0		1019
0.00409332787556283	1292	2443
0		1326
0		1482
0		1073
0		1301
0		1706
0		1084
0		914
0		654
0		773
0		968
0		1301
0		945
0		1028
0		1617
0		739
0		1396
0		2571
0		1176
0		3119
0		916
0		1161
0		794
0		874
0		998
0		2499
0		785
0		1625
0		1094
0		3198
0		591
0		1201
0		941
0		1116
0		2705
0		810
0		2237
0		1616
0		971
0		1828
0		1102
0.00712758374910905	211	1403
0		2853
0		1815
0		834
0		979
0		1066
0		1376
0		1700
0		1409
0		526
0		1123
0		2292
0		805
0		1245
0		1172
0		2208
0		1132
0		969
0		676
0		1982
0		1287
0		867
0		933
0		1181
0		1133
0		952
0		1667
0		2512
0		1144
0		643
0		934
0		1428
0		1935
0		1000
0		974
0		749
0		540
0		2672
0		1251
0		880
0		899
0		1072
0		1297
0		1134
0		1676
0		700
0		874
0		1899
0		1149
0		1111
0		547
0		1160
0		2351
0		2174
0		1317
0		1701
0		4100
0		502
0		1452
0		1952
0		1401
0		862
0		1076
0		881
0		855
0		1142
0		1684
0		1171
0		1148
0		1644
0		1398
0		722
0		2449
0		782
0		1594
0		1615
0		1159
0		1439
0		1432
0		1681
0		2080
0		1411
0		2026
0		1703
0		2817
0		3722
0		1045
0		1182
0		980
0		1170
0.0117233294255569	271	853
0		1525
0		1715
0		592
0		1122
0		1168
0		2172
0		1420
0.0113895216400911	301	878
0		925
0		2138
0		1610
0		1819
0		1740
0		2055
0		1199
0		970
0		738
0		3796
0		1055
0		1310
0		1639
0		1147
0		1071
0		1131
0		1633
0		1030
0		1322
0		663
0		1132
0		1397
0		744
0		1495
0		1266
0		1045
0		1229
0		2276
0		894
0		1471
0		2788
0		1219
0		1101
0.00512295081967213	489,1140	1952
0		1246
0		1077
0		975
0		755
0		1566
0		1845
0		1256
0		1054
0		1102
0		2540
0		1097
0		874
0		776
0		1094
0		1521
0		1338
0		1270
0		2162
0		1267
0		1551
0.00384319754035357	2029	2602
0		851
0.00640614990390775	696	1561
0.00869565217391304	187	1150
0		909
0		1180
0		943
0		915
0		1111
0		1139
0		1964
0.00507872016251905	1647	1969
0		1352
0		1010
0		823
0		1232
0		1075
0		1711
0		1500
0		974
0		973
0		819
0		1079
0		1859
0		2178
0		1289
0		1618
0		1793
0		2395
0		1238
0		2197
0		1100
0		3689
0		852
0		847
0		1056
0.00644329896907216	1476	1552
0		992
0		719
0		2768
0		1357
0		1620
0		1012
0		932
0		1372
0		772
0		739
0		1364
0		650
0.00586510263929619	1640	1705
0		1583
0.00991080277502478	98	1009
0		1042
0		952
0		1470
0		887
0		1242
0		2195
0		1170
0		1189
0		1445
0		1155
0		1214
0		1018
0		1099
0		1212
0.00632111251580278	744	1582
0		991
0		1862
0		1298
0.00947867298578199	175	1055
0		662
0		2542
0		3912
0		1577
0		1388
0		1116
0		1105
0		996
0		1417
0		922
0		931
0		626
0.00734753857457752	832,1085	1361
0.00758150113722517	683	1319
0		1062
0		1737
0		1581
0		2176
0.00619578686493185	1458	1614
0		1300
0		1271
0		2838
0		1485
0		612
0		877
0		753
0		919
0		1307
0		1212
0		1825
0		1304
0		737
0		824
0		1092
0		1765
0		1544
0		1735
0		1475
0		1420
0		1303
0.00673854447439353	511	1484
0		1091
0		933
0.00702247191011236	944	1424
0.00504286434694907	116	1983
0.00972762645914397	835	1028
0		1201
0		1378
0		1029
0		904
0		747
0		1324
0		1717
0.00416666666666667	382	2400
0		1502
0.0072202166064982	1136	1385
0		1068
0		1314
0		1375
0		1148
0		2757
0.00610873549175321	1022	1637
0		1534
0		1332
0		1843
0		2923
0		862
0.00653167864141084	913	1531
0		912
0		798
0		1586
0		1230
0		3372
0		946
0.00518403317781234	1131	1929
0		1946
0		920
0		1584
0		1083
0		710
0		1207
0		1058
0		765
0		2203
0		963
0		1523
0		1352
0		886
0		1351
0		3890
0		1274
0.0053276505061268	637	1877
0		1893
0		1559
0		2132
0		888
0		1689
0		762
0		1017
0		2009
0		1034
0		876
0		1273
0		1104
0		904
0		738
0		1447
0		1211
0		1201
0		1224
0		682
0		1080
0		747
0		604
0		1998
0		2193
0		1332
0		1124
0		2386
0		1553
0		987
0		1662
0		1027
0		949
0		6091
0.00282087447108604	2733	3545
0.00470145745181006	422	2127
0		1520
0		1283
0		1043
0		1447
0		1414
0		1457
0		1375
0		1248
0		2819
0		833
0		1364
0.00454545454545455	1806	2200
0		1263
0		1115
0		1122
0		729
0		1118
0		2124
0		751
0		2498
0.00347222222222222	651	2880
0		1459
0		1466
0		1418
0		908
0		1255
0		746
0		899
0		1587
0		1342
0		1342
0		585
0		3229
0		908
0		1310
0		1099
0		1814
0		620
0		953
0		943
0		1408
0		1041
0		1760
0		2360
0		2125
0		1776
0		2165
0		1296
0.012453300124533	85	803
0		3480
0.00510725229826353	1252,1632	1958
0		731
0		1261
0		1066
0		858
0		724
0		853
0		530
0		994
0		1133
0		970
0		523
0		1272
0		997
0		675
0		2200
0		940
0		2159
0		1001
0		1363
0		1674
0		1119
0		1035
0.00673854447439353	183	1484
0		1002
0		861
0		1180
0		806
0		893
0.00447227191413238	387	2236
0		823
0		2532
0		753
0		1290
0		1023
0		2298
0		1653
0		1133
0		1147
0		862
0		2788
0		1481
0		2087
0		1165
0		868
0		1397
0.0045045045045045	1186	2220
0		760
0		1114
0		1506
0		933
0		596
0		1666
0		1361
0		830
0.0061576354679803	802	1624
0		2417
0		2534
0		2859
0		1082
0		1551
0		2724
0		853
0.00483325277912035	154	2069
0		2145
0		2131
0		1234
0		759
0		2275
0		916
0		814
0		1750
0		1524
0		1360
0		1707
0		1366
0		776
0		655
0		1137
0		1652
0		1559
0		1313
0.00467289719626168	812	2140
0		1354
0		913
0.00288850375505488	3180	3462
0		624
0		922
0		543
0		2754
0		806
0		961
0		995
0		1846
0		1439
0		1570
0		2894
0		895
0		1534
0.014903129657228	479	671
0		1068
0		2053
0		1012
0		1571
0		884
0		3693
0		1471
0		904
0		1030
0		937
0		2041
0		976
0		1847
0		1525
0		1556
0.0119904076738609	630	834
0		1135
0		1200
0		1425
0		752
0		1005
0		807
0		775
0		1132
0		3058
0		1068
0		2274
0		1127
0		1304
0		711
0		897
0		1008
0		1783
0		1309
0		1017
0		2223
0		912
0		1851
0		1368
0		1327
0		1049
0		1435
0		1668
0		1056
0		1292
0		1409
0		924
0		2145
0		935
0		1615
0		1068
0		994
0		1289
0		983
0		1173
0		1207
0		1052
0		1327
0		1438
0.011001100110011	196	909
0.00522193211488251	482	1915
0		1229
0		973
0		1775
0		1838
0		1063
0		956
0.00390625	870,1533	2560
0		1038
0		1276
0		1009
0.00289855072463768	3004,3036	3450
0		722
0		1011
0		774
0		1815
0		5265
0		2194
0		1213
0		1270
0		840
0		1446
0		817
0		1336
0		3943
0.0112994350282486	729	885
0		1389
0		1302
0		931
0		1541
0		1992
0		898
0		2355
0		1009
0		639
0		1367
0		3280
0		1019
0		1174
0		999
0		1113
0		1303
0		1233
0		1651
0		1256
0		678
0.00220799293442261	3470	4529
0		676
0		1665
0		1380
0		1256
0		1742
0		1230
0		644
0		1859
0		2117
0		1981
0.00606060606060606	1573	1650
0		1259
0.00354233085370174	2040	2823
0		1068
0		767
0		2142
0		1408
0		707
0		756
0		1311
0		907
0		1217
0		1801
0		900
0		1256
0		731
0		872
0		1218
0		1153
0		1476
0		3637
0		1281
0		2444
0		1674
0		737
0		1468
0		2466
0		2471
0		985
0		1166
0.00789265982636148	491	1267
0		1003
0		1036
0		2420
0		2590
0		1079
0		1464
0		1074
0		1096
0		1271
0		1280
0		1329
0		1840
0		1521
0		992
0		571
0.00581395348837209	1180	1720
0		1741
0		1074
0		584
0		609
0		540
0		1770
0		1173
0		940
0		2916
0		901
0		959
0		1331
0		1117
0		1470
0		1422
0		756
0		1519
0		2117
0		2569
0		1634
0		2329
0		1020
0		1048
0		1466
0		5745
0		880
0		1453
0		1038
0		1330
0		976
0		718
0		935
0		1722
0		1040
0		1958
0		3281
0		860
0		749
0		1236
0		648
0		1119
0		1822
0		2203
0		1000
0		1494
0		1795
0		1942
0		1495
0		961
0		1293
0		879
0.00947867298578199	665	1055
0		1224
0		905
0		1088
0		965
0		1511
0		1964
0		1912
0		985
0		657
0		1877
0		1286
0		852
0		1440
0		1473
0		724
0		1168
0		1587
0		1463
0		753
0		717
0		890
0.00892060660124889	358	1121
0		1660
0		833
0		1029
0		1072
0		641
0		1199
0		1498
0		966
0		710
0		1147
0		2140
0		1427
0		1221
0		955
0		659
0		1882
0		791
0		988
0		1973
0		977
0		866
0		2451
0		610
0		1570
0.00458926112895824	872	2179
0.00749625187406297	1020	1334
0.00529941706412295	62	1887
0		1716
0		1185
0		1413
0		895
0		1552
0		1587
0		1227
0		1987
0		1183
0		2163
0		1741
0		3316
0		812
0		1203
0		1459
0		1443
0		1110
0		993
0		854
0		928
0		1978
0		1143
0		1030
0		851
0		1161
0		1131
0		1189
0.00534188034188034	68	1872
0		1228
0		1744
0		2495
0		1148
0		1819
0		940
0		1913
0.00581057524694945	1486	1721
0		1262
0		980
0		1824
0		1495
0		2109
0		1263
0		1397
0		2170
0		1237
0		1212
0		970
0.00388349514563107	732	2575
0		3103
0		1054
0		1793
0.0173611111111111	184	576
0		1552
0		1205
0		1598
0		1587
0		1011
0		1432
0		972
0		603
0		1596
0		838
0		2182
0		2733
0.00515463917525773	1908	1940
0		1197
0		826
0		979
0		1566
0		2664
0		857
0		1498
0		1325
0		1936
0		1098
0		915
0		1519
0		2151
0		2512
0		1102
0		856
0		970
0		875
0		3015
0		1029
0		690
0		1462
0		2012
0		1660
0		1903
0		1533
0		1347
0		2484
0		1815
0		759
0.00849617672047579	230	1177
0		1167
0		1264
0		1442
0		1510
0		1509
0.0050125313283208	1185	1995
0		1138
0		1288
0		847
0		1151
0		1315
0		834
0		2125
0		1392
0		449
0		1270
0		1021
0.00419463087248322	44	2384
0		1210
0		2337
0		2144
0		1345
0		1237
0		899
0.00656167979002625	872	1524
0		1044
0		1968
0		2609
0.00525762355415352	1871	1902
0		1743
0		1552
0		965
0		992
0		679
0		1478
0		1330
0		1647
0		975
0		1031
0		1789
0		746
0.00727802037845706	435	1374
0		2442
0.00357525920629246	155,353	2797
0		1072
0		1098
0		1165
0		2598
0		939
0		698
0		1815
0		925
0		693
0		1604
0		1181
0		1626
0		1013
0		2222
0		1564
0		3221
0		2178
0		1283
0		2440
0		839
0		683
0		3121
0.00814995925020375	401	1227
0		1666
0		2284
0.00490436488474743	1748	2039
0		3545
0		1265
0		1269
0		1491
0		1381
0		811
0		1286
0		2734
0		1479
0		3470
0		1700
0		1892
0		791
0		1507
0		971
0		1490
0		1433
0		1486
0.013986013986014	330	715
0		939
0		1158
0.0165837479270315	276	603
0		1064
0		736
0		1137
0		1303
0		900
0		1302
0		800
0		775
0		1463
0		993
0		2324
0		1076
0		1568
0		1749
0		1041
0		829
0		1147
0.00592768227622999	877	1687
0		1582
0		2211
0		2361
0		1684
0		1143
0		1138
0		1297
0		1014
0		892
0		1277
0		1911
0		1188
0		1323
0		1603
0		1631
0		1305
0		755
0		631
0		964
0		1130
0		1373
0		2700
0		469
0		812
0		850
0		914
0		1194
0.0040766408479413	509	2453
0.00501002004008016	108	1996
0		1600
0		470
0		1333
0		1014
0		1471
0		1213
0		3523
0		1046
0		546
0		1876
0		1745
0		1630
0		1103
0		1391
0		646
0		1095
0		1410
0		891
0		1426
0		1300
0		1705
0		3044
0		1487
0		2774
0		1609
0		1827
0		887
0		1166
0		1149
0		1884
0.0137174211248285	223	729
0		994
0.00480076812289966	1489	2083
0		1866
0		1587
0		1298
0		1313
0		1405
0		1477
0		698
0		1829
0		1653
0		876
0		1756
0		1849
0		1650
0		1536
0		1151
0		961
0		1300
0		931
0		656
0		2577
0		800
0.00823723228995058	570	1214
0		1637
0		629
0		1324
0		1602
0		1131
0		1730
0		1168
0		2111
0		2534
0		1319
0		1822
0		939
0		846
0		1534
0		1961
0		1505
0		2129
0		1471
0		1060
0.001318391562294	2650	7585
0		1029
0		987
0		1486
0		1324
0		907
0		1788
0		741
0		3294
0		1508
0		2240
0		2525
0.0092678405931418	475,596	1079
0		749
0		1492
0		1952
0		791
0.0107991360691145	196	926
0		1697
0		1134
0.00576701268742791	1534	1734
0		1783
0		693
0		972
0		987
0		685
0		1704
0		1007
0		2628
0		1319
0		788
0		1091
0		2106
0		2037
0		1647
0		1208
0		1062
0		1094
0		789
0.00494071146245059	789	2024
0		1638
0		971
0		2497
0		2906
0		800
0		766
0		693
0		1084
0.00801924619085806	1232	1247
0		2750
0		906
0.00909918107370337	389	1099
0		1356
0		1950
0		1741
0		1036
0		989
0		704
0		1050
0		1569
0		1104
0		1241
0.00765696784073507	533	1306
0		1236
0		604
0		902
0		1613
0		1408
0		1235
0		1126
0		1519
0		1135
0.0067842605156038	271	1474
0		1103
0		933
0		1882
0		2125
0		2573
0		1758
0		872
0		1212
0		665
0		632
0		997
0		1260
0		1701
0		913
0		949
0		1447
0		926
0		2583
0		2804
0		760
0		2102
0		693
0		779
0		3364
0		867
0		1634
0		1202
0		1017
0		1167
0		1469
0		982
0		566
0		899
0		709
0		2357
0		741
0		1243
0		993
0		1193
0		1516
0		793
0		952
0		1401
0		3148
0		1701
0		1329
0		887
0		1348
0		991
0		838
0		3010
0		1068
0		1769
0		1686
0.00690131124913734	77	1449
0.00969932104752667	289	1031
0		1227
0		1556
0		2132
0		1853
0		1640
0		924
0		1761
0.00437254044599913	1474,2037	2287
0		985
0		1219
0		829
0		1015
0		1458
0.00925069380203515	949	1081
0		1544
0		1475
0		1520
0		2110
0		766
0		964
0		1002
0		656
0		1136
0		821
0		834
0		1543
0		1041
0		2275
0		1492
0		768
0		1930
0		1612
0		622
0		1382
0		1003
0		774
0		767
0		1217
0		1519
0		867
0		1222
0		1099
0		1188
0		1558
0		1305
0		700
0		946
0		778
0		2719
0.00318877551020408	2899	3136
0		1326
0		1965
0		947
0		761
0		1774
0		1421
0		1176
0		1964
0		2582
0		1876
0		2809
0		1743
0		1324
0		847
0		1329
0		1070
0.00192715359414145	3059	5189
0		828
0		1652
0		1309
0		1986
0		1349
0		877
0		1301
0		1489
0.00894454382826476	507	1118
0		1921
0		698
0		1377
0		537
0		1411
0		875
0		1669
0		982
0		1673
0		1752
0		1284
0		2169
0		677
0		2355
0		1096
0		1447
0		966
0		1561
0		1076
0		1129
0.0107991360691145	2	926
0		1057
0		2108
0		1411
0		835
0		654
0		2597
0		774
0		898
0		1051
0		2018
0		1185
0		455
0		1505
0		598
0		707
0		2012
0		3263
0		710
0		1559
0		1374
0		952
0.00544365813826892	1091	1837
0		1148
0		819
0		610
0		1997
0.00489715964740451	1429	2042
0		2259
0		2796
0		699
0		1611
0.007097232079489	168	1409
0		1025
0		1111
0		1401
0		954
0		1539
0		1974
0		1163
0		1842
0		1081
0		1432
0		2709
0		1368
0		1136
0		1580
0		1394
0		943
0		1240
0		2999
0		904
0		1291
0		850
0.00784929356357928	284	1274
0		1988
0		2650
0.00590318772136954	1670	1694
0		817
0		2132
0.00520833333333333	380	1920
0		1115
0		2632
0		1327
0		952
0		1307
0		2537
0		960
0		4317
0		1708
0.0101112234580384	889	989
0		895
0		2037
0		1168
0		1239
0.0103412616339193	936	967
0		563
0.0135869565217391	448	736
0		964
0		1131
0		1682
0		1003
0		752
0		1323
0		1130
0		989
0		990
0		1004
0		1318
0		724
0		1055
0.0049800796812749	1252	2008
0.00549148819330038	867	1821
0		3083
0		976
0		3347
0		1601
0		1187
0		1220
0		942
0		863
0		1531
0		858
0.0115874855156431	232	863
0		2254
0		1117
0		1010
0		1211
0		1420
0		504
0		1882
0		1366
0		732
0		902
0		2557
0		828
0		1969
0		1707
0		3170
0		1257
0		1258
0		1318
0		815
0		1728
0		1149
0		1298
0		928
0		1509
0		1207
0		1774
0		1314
0		1880
0		731
0		1121
0		586
0		964
0		1221
0		2948
0		1576
0		3886
0		2386
0		1525
0		2388
0		1056
0		983
0		1413
0		1037
0		1473
0		900
0		1112
0		1027
0.00518403317781234	931,1186	1929
0		840
0		1200
0		1051
0		908
0		1070
0.00410846343467543	2063	2434
0		977
0		1649
0		2310
0.0048947626040137	444	2043
0		1713
0		1098
0		1629
0		1358
0		876
0		1693
0		800
0		1308
0		1238
0		3403
0		926
0		1333
0		1433
0		935
0		2037
0		1168
0		1152
0		794
0		1089
0		1218
0		1162
0		789
0		1653
0		910
0		2102
0.00403388463089956	1302	2479
0		813
0.0128369704749679	196	779
0		2588
0		1095
0		816
0		1079
0		1148
0		1241
0		1216
0		2658
0		3007
0		911
0		851
0		2048
0		1009
0		1368
0		2455
0		1626
0.00544069640914037	773	1838
0		1063
0		1604
0		1510
0		977
0		3322
0		1069
0		1800
0		1283
0		1134
0		917
0		1866
0		1822
0		1309
0		893
0		1447
0		3713
0		916
0.00847457627118644	626	1180
0		2617
0		1572
0		1379
0		2107
0		1149
0		891
0		1345
0		1892
0		1127
0		1222
0		1582
0		1075
0		2518
0		1015
0		1343
0		1744
0		880
0		2467
0		1470
0		850
0		1599
0		1132
0		1525
0		778
0		2273
0		1444
0		1827
0.00529100529100529	904	1890
0		1573
0		1688
0.00633312222925903	1002	1579
0		1483
0		799
0		1898
0		1111
0		2188
0.0107874865156419	269,726	927
0.00268672756582483	3421	3722
0		1053
0		860
0		1223
0		1650
0		945
0		2131
0		2917
0		1044
0		1373
0		1875
0		1637
0		1472
0		927
0		1343
0		3393
0		694
0		880
0		1222
0		893
0		500
0		1435
0.00982318271119843	612	1018
0.00543773790103317	531	1839
0		1828
0		733
0		2364
0		2113
0		2172
0		3483
0		962
0		1101
0		1591
0		1064
0		1048
0		1182
0.00793650793650794	986	1260
0		2129
0		2042
0		1158
0.00594883997620464	343	1681
0		1081
0		2314
0		840
0.00745712155108128	1115	1341
0		1130
0		1094
0		1215
0		1128
0		1604
0		902
0.00554323725055432	1087	1804
0		2109
0		2483
0		1419
0		1230
0		1559
0		1596
0		895
0		1676
0		2549
0		1897
0		1590
0		1704
0		1278
0		664
0		2097
0		2163
0		1014
0		2050
0		967
0		947
0		2112
0		883
0		518
0		973
0		2322
0		723
0		778
0		2180
0		899
0		1456
0		778
